x,y,u
1.6829268293,-0.4484091783,0.0874862032
1.6829268293,-0.3794231509,0.1087276139
1.6829268293,-0.3104371234,0.1264900638
1.6829268293,-0.2414510960,0.1407189139
1.6829268293,-0.1724650686,0.1513930932
1.6829268293,-0.1034790411,0.1585079674
1.6829268293,-0.0344930137,0.1620646456
1.6829268293,0.0344930137,0.1620646456
1.6829268293,0.1034790411,0.1585079674
1.6829268293,0.1724650686,0.1513930932
1.6829268293,0.2414510960,0.1407189139
1.6829268293,0.3104371234,0.1264900638
1.6829268293,0.3794231509,0.1087276139
1.6829268293,0.4484091783,0.0874862032
1.6829268293,0.5173952057,0.0628722350
1.6829268293,0.5863812332,0.0349385213
1.6829268293,0.6553672606,0.0014903177
1.6829268293,0.7243532880,0.0012712194
1.6829268293,0.7933393155,0.0011282889
1.6829268293,0.8623253429,0.0009910280
1.6829268293,0.9313113703,0.0008571159
1.6829268293,1.0002973978,0.0007268291
1.6829268293,1.0692834252,0.0005999968
1.6829268293,1.1382694526,0.0004761954
1.6829268293,1.2072554801,0.0003548960
1.6829268293,1.2762415075,0.0002355143
1.6829268293,1.3452275349,0.0001174300
1.7317073171,-1.3452275349,0.0001243821
1.7317073171,-1.2762415075,0.0002495035
1.7317073171,-1.2072554801,0.0003760930
1.7317073171,-1.1382694526,0.0005048588
1.7317073171,-1.0692834252,0.0006364801
1.7317073171,-1.0002973978,0.0007716010
1.7317073171,-0.9313113703,0.0009108089
1.7317073171,-0.8623253429,0.0010543945
1.7317073171,-0.7933393155,0.0012004304
1.7317073171,-0.7243532880,0.0013306542
1.7317073171,-0.6553672606,0.0203827679
1.7317073171,-0.5863812332,0.0488629800
1.7317073171,-0.5173952057,0.0756362112
1.7317073171,-0.4484091783,0.0994234708
1.7317073171,-0.3794231509,0.1199463086
1.7317073171,-0.3104371234,0.1371019803
1.7317073171,-0.2414510960,0.1508451013
1.7317073171,-0.1724650686,0.1611569142
1.7317073171,-0.1034790411,0.1680316265
1.7317073171,-0.0344930137,0.1714686943
1.7317073171,0.0344930137,0.1714686943
1.7317073171,0.1034790411,0.1680316265
1.7317073171,0.1724650686,0.1611569142
1.7317073171,0.2414510960,0.1508451013
1.7317073171,0.3104371234,0.1371019803
1.7317073171,0.3794231509,0.1199463086
1.7317073171,0.4484091783,0.0994234708
1.7317073171,0.5173952057,0.0756362112
1.7317073171,0.5863812332,0.0488629800
1.7317073171,0.6553672606,0.0203827679
1.7317073171,0.7243532880,0.0013306542
1.7317073171,0.7933393155,0.0012004304
1.7317073171,0.8623253429,0.0010543945
1.7317073171,0.9313113703,0.0009108089
1.7317073171,1.0002973978,0.0007716010
1.7317073171,1.0692834252,0.0006364801
1.7317073171,1.1382694526,0.0005048588
1.7317073171,1.2072554801,0.0003760930
1.7317073171,1.2762415075,0.0002495035
1.7317073171,1.3452275349,0.0001243821
1.7804878049,-1.3452275349,0.0001309646
1.7804878049,-1.2762415075,0.0002627586
1.7804878049,-1.2072554801,0.0003962018
1.7804878049,-1.1382694526,0.0005320945
1.7804878049,-1.0692834252,0.0006712134
1.7804878049,-1.0002973978,0.0008143294
1.7804878049,-0.9313113703,0.0009623130
1.7804878049,-0.8623253429,0.0011165359
1.7804878049,-0.7933393155,0.0012804780
1.7804878049,-0.7243532880,0.0014689878
1.7804878049,-0.6553672606,0.0321816329
1.7804878049,-0.5863812332,0.0612613932
1.7804878049,-0.5173952057,0.0875136372
1.7804878049,-0.4484091783,0.1106134134
1.7804878049,-0.3794231509,0.1304690504
1.7804878049,-0.3104371234,0.1470406360
1.7804878049,-0.2414510960,0.1603074068
1.7804878049,-0.1724650686,0.1702597494
1.7804878049,-0.1034790411,0.1768945718
1.7804878049,-0.0344930137,0.1802117409
1.7804878049,0.0344930137,0.1802117409
1.7804878049,0.1034790411,0.1768945718
1.7804878049,0.1724650686,0.1702597494
1.7804878049,0.2414510960,0.1603074068
1.7804878049,0.3104371234,0.1470406360
1.7804878049,0.3794231509,0.1304690504
1.7804878049,0.4484091783,0.1106134134
1.7804878049,0.5173952057,0.0875136372
1.7804878049,0.5863812332,0.0612613932
1.7804878049,0.6553672606,0.0321816329
1.7804878049,0.7243532880,0.0014689878
1.7804878049,0.7933393155,0.0012804780
1.7804878049,0.8623253429,0.0011165359
1.7804878049,0.9313113703,0.0009623130
1.7804878049,1.0002973978,0.0008143294
1.7804878049,1.0692834252,0.0006712134
1.7804878049,1.1382694526,0.0005320945
1.7804878049,1.2072554801,0.0003962018
1.7804878049,1.2762415075,0.0002627586
1.7804878049,1.3452275349,0.0001309646
1.8292682927,-1.3452275349,0.0001371323
1.8292682927,-1.2762415075,0.0002751892
1.8292682927,-1.2072554801,0.0004150858
1.8292682927,-1.1382694526,0.0005577172
1.8292682927,-1.0692834252,0.0007039483
1.8292682927,-1.0002973978,0.0008546239
1.8292682927,-0.9313113703,0.0010106975
1.8292682927,-0.8623253429,0.0011738178
1.8292682927,-0.7933393155,0.0013482416
1.8292682927,-0.7243532880,0.0022461615
1.8292682927,-0.6553672606,0.0424174043
1.8292682927,-0.5863812332,0.0726940286
1.8292682927,-0.5173952057,0.0985877610
1.8292682927,-0.4484091783,0.1210458897
1.8292682927,-0.3794231509,0.1402542818
1.8292682927,-0.3104371234,0.1562521632
1.8292682927,-0.2414510960,0.1690473905
1.8292682927,-0.1724650686,0.1786418086
1.8292682927,-0.1034790411,0.1850368079
1.8292682927,-0.0344930137,0.1882338361
1.8292682927,0.0344930137,0.1882338361
1.8292682927,0.1034790411,0.1850368079
1.8292682927,0.1724650686,0.1786418086
1.8292682927,0.2414510960,0.1690473905
1.8292682927,0.3104371234,0.1562521632
1.8292682927,0.3794231509,0.1402542818
1.8292682927,0.4484091783,0.1210458897
1.8292682927,0.5173952057,0.0985877610
1.8292682927,0.5863812332,0.0726940286
1.8292682927,0.6553672606,0.0424174043
1.8292682927,0.7243532880,0.0022461615
1.8292682927,0.7933393155,0.0013482416
1.8292682927,0.8623253429,0.0011738178
1.8292682927,0.9313113703,0.0010106975
1.8292682927,1.0002973978,0.0008546239
1.8292682927,1.0692834252,0.0007039483
1.8292682927,1.1382694526,0.0005577172
1.8292682927,1.2072554801,0.0004150858
1.8292682927,1.2762415075,0.0002751892
1.8292682927,1.3452275349,0.0001371323
1.8780487805,-1.3452275349,0.0001428378
1.8780487805,-1.2762415075,0.0002867000
1.8780487805,-1.2072554801,0.0004326024
1.8780487805,-1.1382694526,0.0005815399
1.8780487805,-1.0692834252,0.0007344611
1.8780487805,-1.0002973978,0.0008922193
1.8780487805,-0.9313113703,0.0010555586
1.8780487805,-0.8623253429,0.0012254480
1.8780487805,-0.7933393155,0.0013998910
1.8780487805,-0.7243532880,0.0232112372
1.8780487805,-0.6553672606,0.0552209491
1.8780487805,-0.5863812332,0.0839385738
1.8780487805,-0.5173952057,0.1090001508
1.8780487805,-0.4484091783,0.1307236982
1.8780487805,-0.3794231509,0.1492652325
1.8780487805,-0.3104371234,0.1646854814
1.8780487805,-0.2414510960,0.1770082427
1.8780487805,-0.1724650686,0.1862440414
1.8780487805,-0.1034790411,0.1923984935
1.8780487805,-0.0344930137,0.1954749093
1.8780487805,0.0344930137,0.1954749093
1.8780487805,0.1034790411,0.1923984935
1.8780487805,0.1724650686,0.1862440414
1.8780487805,0.2414510960,0.1770082427
1.8780487805,0.3104371234,0.1646854814
1.8780487805,0.3794231509,0.1492652325
1.8780487805,0.4484091783,0.1307236982
1.8780487805,0.5173952057,0.1090001508
1.8780487805,0.5863812332,0.0839385738
1.8780487805,0.6553672606,0.0552209491
1.8780487805,0.7243532880,0.0232112372
1.8780487805,0.7933393155,0.0013998910
1.8780487805,0.8623253429,0.0012254480
1.8780487805,0.9313113703,0.0010555586
1.8780487805,1.0002973978,0.0008922193
1.8780487805,1.0692834252,0.0007344611
1.8780487805,1.1382694526,0.0005815399
1.8780487805,1.2072554801,0.0004326024
1.8780487805,1.2762415075,0.0002867000
1.8780487805,1.3452275349,0.0001428378
1.9268292683,-1.3452275349,0.0001480310
1.9268292683,-1.2762415075,0.0002971906
1.9268292683,-1.2072554801,0.0004486015
1.9268292683,-1.1382694526,0.0006033707
1.9268292683,-1.0692834252,0.0007625553
1.9268292683,-1.0002973978,0.0009270243
1.9268292683,-0.9313113703,0.0010971446
1.9268292683,-0.8623253429,0.0012748013
1.9268292683,-0.7933393155,0.0016385303
1.9268292683,-0.7243532880,0.0366975942
1.9268292683,-0.6553672606,0.0672910013
1.9268292683,-0.5863812332,0.0946316070
1.9268292683,-0.5173952057,0.1187020194
1.9268292683,-0.4484091783,0.1396129771
1.9268292683,-0.3794231509,0.1574572901
1.9268292683,-0.3104371234,0.1722880075
1.9268292683,-0.2414510960,0.1841330401
1.9268292683,-0.1724650686,0.1930074114
1.9268292683,-0.1034790411,0.1989196614
1.9268292683,-0.0344930137,0.2018746545
1.9268292683,0.0344930137,0.2018746545
1.9268292683,0.1034790411,0.1989196614
1.9268292683,0.1724650686,0.1930074114
1.9268292683,0.2414510960,0.1841330401
1.9268292683,0.3104371234,0.1722880075
1.9268292683,0.3794231509,0.1574572901
1.9268292683,0.4484091783,0.1396129771
1.9268292683,0.5173952057,0.1187020194
1.9268292683,0.5863812332,0.0946316070
1.9268292683,0.6553672606,0.0672910013
1.9268292683,0.7243532880,0.0366975942
1.9268292683,0.7933393155,0.0016385303
1.9268292683,0.8623253429,0.0012748013
1.9268292683,0.9313113703,0.0010971446
1.9268292683,1.0002973978,0.0009270243
1.9268292683,1.0692834252,0.0007625553
1.9268292683,1.1382694526,0.0006033707
1.9268292683,1.2072554801,0.0004486015
1.9268292683,1.2762415075,0.0002971906
1.9268292683,1.3452275349,0.0001480310
1.9756097561,-1.3452275349,0.0001526599
1.9756097561,-1.2762415075,0.0003065557
1.9756097561,-1.2072554801,0.0004629216
1.9756097561,-1.1382694526,0.0006229937
1.9756097561,-1.0692834252,0.0007880074
1.9756097561,-1.0002973978,0.0009590035
1.9756097561,-0.9313113703,0.0011349625
1.9756097561,-0.8623253429,0.0012974098
1.9756097561,-0.7933393155,0.0205535688
1.9756097561,-0.7243532880,0.0500372437
1.9756097561,-0.6553672606,0.0786079183
1.9756097561,-0.5863812332,0.1045802008
1.9756097561,-0.5173952057,0.1276040794
1.9756097561,-0.4484091783,0.1476560425
1.9756097561,-0.3794231509,0.1647766094
1.9756097561,-0.3104371234,0.1790038400
1.9756097561,-0.2414510960,0.1903636323
1.9756097561,-0.1724650686,0.1988723061
1.9756097561,-0.1034790411,0.2045399217
1.9756097561,-0.0344930137,0.2073723601
1.9756097561,0.0344930137,0.2073723601
1.9756097561,0.1034790411,0.2045399217
1.9756097561,0.1724650686,0.1988723061
1.9756097561,0.2414510960,0.1903636323
1.9756097561,0.3104371234,0.1790038400
1.9756097561,0.3794231509,0.1647766094
1.9756097561,0.4484091783,0.1476560425
1.9756097561,0.5173952057,0.1276040794
1.9756097561,0.5863812332,0.1045802008
1.9756097561,0.6553672606,0.0786079183
1.9756097561,0.7243532880,0.0500372437
1.9756097561,0.7933393155,0.0205535688
1.9756097561,0.8623253429,0.0012974098
1.9756097561,0.9313113703,0.0011349625
1.9756097561,1.0002973978,0.0009590035
1.9756097561,1.0692834252,0.0007880074
1.9756097561,1.1382694526,0.0006229937
1.9756097561,1.2072554801,0.0004629216
1.9756097561,1.2762415075,0.0003065557
1.9756097561,1.3452275349,0.0001526599
2.0243902439,-1.3452275349,0.0001566708
2.0243902439,-1.2762415075,0.0003146857
2.0243902439,-1.2072554801,0.0004753884
2.0243902439,-1.1382694526,0.0006401460
2.0243902439,-1.0692834252,0.0008104683
2.0243902439,-1.0002973978,0.0009885013
2.0243902439,-0.9313113703,0.0011795361
2.0243902439,-0.8623253429,0.0014099535
2.0243902439,-0.7933393155,0.0319753134
2.0243902439,-0.7243532880,0.0614538572
2.0243902439,-0.6553672606,0.0888444954
2.0243902439,-0.5863812332,0.1136234605
2.0243902439,-0.5173952057,0.1356125612
2.0243902439,-0.4484091783,0.1547852700
2.0243902439,-0.3794231509,0.1711630607
2.0243902439,-0.3104371234,0.1847738558
2.0243902439,-0.2414510960,0.1956402476
2.0243902439,-0.1724650686,0.2037781940
2.0243902439,-0.1034790411,0.2091982346
2.0243902439,-0.0344930137,0.2119067490
2.0243902439,0.0344930137,0.2119067490
2.0243902439,0.1034790411,0.2091982346
2.0243902439,0.1724650686,0.2037781940
2.0243902439,0.2414510960,0.1956402476
2.0243902439,0.3104371234,0.1847738558
2.0243902439,0.3794231509,0.1711630607
2.0243902439,0.4484091783,0.1547852700
2.0243902439,0.5173952057,0.1356125612
2.0243902439,0.5863812332,0.1136234605
2.0243902439,0.6553672606,0.0888444954
2.0243902439,0.7243532880,0.0614538572
2.0243902439,0.7933393155,0.0319753134
2.0243902439,0.8623253429,0.0014099535
2.0243902439,0.9313113703,0.0011795361
2.0243902439,1.0002973978,0.0009885013
2.0243902439,1.0692834252,0.0008104683
2.0243902439,1.1382694526,0.0006401460
2.0243902439,1.2072554801,0.0004753884
2.0243902439,1.2762415075,0.0003146857
2.0243902439,1.3452275349,0.0001566708
2.0731707317,-1.3452275349,0.0001600096
2.0731707317,-1.2762415075,0.0003214717
2.0731707317,-1.2072554801,0.0004858278
2.0731707317,-1.1382694526,0.0006545160
2.0731707317,-1.0692834252,0.0008290739
2.0731707317,-1.0002973978,0.0010114982
2.0731707317,-0.9313113703,0.0012044185
2.0731707317,-0.8623253429,0.0033180182
2.0731707317,-0.7933393155,0.0415609299
2.0731707317,-0.7243532880,0.0715348877
2.0731707317,-0.6553672606,0.0980073730
2.0731707317,-0.5863812332,0.1216821164
2.0731707317,-0.5173952057,0.1426497028
2.0731707317,-0.4484091783,0.1609324205
2.0731707317,-0.3794231509,0.1765534740
2.0731707317,-0.3104371234,0.1895365372
2.0731707317,-0.2414510960,0.1999015497
2.0731707317,-0.1724650686,0.2076634988
2.0731707317,-0.1034790411,0.2128327746
2.0731707317,-0.0344930137,0.2154158592
2.0731707317,0.0344930137,0.2154158592
2.0731707317,0.1034790411,0.2128327746
2.0731707317,0.1724650686,0.2076634988
2.0731707317,0.2414510960,0.1999015497
2.0731707317,0.3104371234,0.1895365372
2.0731707317,0.3794231509,0.1765534740
2.0731707317,0.4484091783,0.1609324205
2.0731707317,0.5173952057,0.1426497028
2.0731707317,0.5863812332,0.1216821164
2.0731707317,0.6553672606,0.0980073730
2.0731707317,0.7243532880,0.0715348877
2.0731707317,0.7933393155,0.0415609299
2.0731707317,0.8623253429,0.0033180182
2.0731707317,0.9313113703,0.0012044185
2.0731707317,1.0002973978,0.0010114982
2.0731707317,1.0692834252,0.0008290739
2.0731707317,1.1382694526,0.0006545160
2.0731707317,1.2072554801,0.0004858278
2.0731707317,1.2762415075,0.0003214717
2.0731707317,1.3452275349,0.0001600096
2.1219512195,-1.3452275349,0.0001626222
2.1219512195,-1.2762415075,0.0003268108
2.1219512195,-1.2072554801,0.0004941012
2.1219512195,-1.1382694526,0.0006659511
2.1219512195,-1.0692834252,0.0008437463
2.1219512195,-1.0002973978,0.0010292472
2.1219512195,-0.9313113703,0.0012227918
2.1219512195,-0.8623253429,0.0223131412
2.1219512195,-0.7933393155,0.0529014874
2.1219512195,-0.7243532880,0.0809871185
2.1219512195,-0.6553672606,0.1061895855
2.1219512195,-0.5863812332,0.1287148148
2.1219512195,-0.5173952057,0.1486497429
2.1219512195,-0.4484091783,0.1660308672
2.1219512195,-0.3794231509,0.1808833463
2.1219512195,-0.3104371234,0.1932287078
2.1219512195,-0.2414510960,0.2030848476
2.1219512195,-0.1724650686,0.2104656041
2.1219512195,-0.1034790411,0.2153808743
2.1219512195,-0.0344930137,0.2178369756
2.1219512195,0.0344930137,0.2178369756
2.1219512195,0.1034790411,0.2153808743
2.1219512195,0.1724650686,0.2104656041
2.1219512195,0.2414510960,0.2030848476
2.1219512195,0.3104371234,0.1932287078
2.1219512195,0.3794231509,0.1808833463
2.1219512195,0.4484091783,0.1660308672
2.1219512195,0.5173952057,0.1486497429
2.1219512195,0.5863812332,0.1287148148
2.1219512195,0.6553672606,0.1061895855
2.1219512195,0.7243532880,0.0809871185
2.1219512195,0.7933393155,0.0529014874
2.1219512195,0.8623253429,0.0223131412
2.1219512195,0.9313113703,0.0012227918
2.1219512195,1.0002973978,0.0010292472
2.1219512195,1.0692834252,0.0008437463
2.1219512195,1.1382694526,0.0006659511
2.1219512195,1.2072554801,0.0004941012
2.1219512195,1.2762415075,0.0003268108
2.1219512195,1.3452275349,0.0001626222
2.1707317073,-1.3452275349,0.0001644516
2.1707317073,-1.2762415075,0.0003305989
2.1707317073,-1.2072554801,0.0005000949
2.1707317073,-1.1382694526,0.0006744135
2.1707317073,-1.0692834252,0.0008545658
2.1707317073,-1.0002973978,0.0010429743
2.1707317073,-0.9313113703,0.0014402122
2.1707317073,-0.8623253429,0.0341797298
2.1707317073,-0.7933393155,0.0631138664
2.1707317073,-0.7243532880,0.0895013953
2.1707317073,-0.6553672606,0.1133308808
2.1707317073,-0.5863812332,0.1346631279
2.1707317073,-0.5173952057,0.1535471489
2.1707317073,-0.4484091783,0.1700141005
2.1707317073,-0.3794231509,0.1840872414
2.1707317073,-0.3104371234,0.1957859534
2.1707317073,-0.2414510960,0.2051263012
2.1707317073,-0.1724650686,0.2121209165
2.1707317073,-0.1034790411,0.2167790226
2.1707317073,-0.0344930137,0.2191066066
2.1707317073,0.0344930137,0.2191066066
2.1707317073,0.1034790411,0.2167790226
2.1707317073,0.1724650686,0.2121209165
2.1707317073,0.2414510960,0.2051263012
2.1707317073,0.3104371234,0.1957859534
2.1707317073,0.3794231509,0.1840872414
2.1707317073,0.4484091783,0.1700141005
2.1707317073,0.5173952057,0.1535471489
2.1707317073,0.5863812332,0.1346631279
2.1707317073,0.6553672606,0.1133308808
2.1707317073,0.7243532880,0.0895013953
2.1707317073,0.7933393155,0.0631138664
2.1707317073,0.8623253429,0.0341797298
2.1707317073,0.9313113703,0.0014402122
2.1707317073,1.0002973978,0.0010429743
2.1707317073,1.0692834252,0.0008545658
2.1707317073,1.1382694526,0.0006744135
2.1707317073,1.2072554801,0.0005000949
2.1707317073,1.2762415075,0.0003305989
2.1707317073,1.3452275349,0.0001644516
2.2195121951,-1.3452275349,0.0001654331
2.2195121951,-1.2762415075,0.0003327127
2.2195121951,-1.2072554801,0.0005036774
2.2195121951,-1.1382694526,0.0006799589
2.2195121951,-1.0692834252,0.0008612572
2.2195121951,-1.0002973978,0.0010315124
2.2195121951,-0.9313113703,0.0184492800
2.2195121951,-0.8623253429,0.0455694730
2.2195121951,-0.7933393155,0.0722200133
2.2195121951,-0.7243532880,0.0969151579
2.2195121951,-0.6553672606,0.1193412594
2.2195121951,-0.5863812332,0.1394560179
2.2195121951,-0.5173952057,0.1572735536
2.2195121951,-0.4484091783,0.1728147032
2.2195121951,-0.3794231509,0.1860988151
2.2195121951,-0.3104371234,0.1971428450
2.2195121951,-0.2414510960,0.2059610851
2.2195121951,-0.1724650686,0.2125649476
2.2195121951,-0.1034790411,0.2169628958
2.2195121951,-0.0344930137,0.2191604937
2.2195121951,0.0344930137,0.2191604937
2.2195121951,0.1034790411,0.2169628958
2.2195121951,0.1724650686,0.2125649476
2.2195121951,0.2414510960,0.2059610851
2.2195121951,0.3104371234,0.1971428450
2.2195121951,0.3794231509,0.1860988151
2.2195121951,0.4484091783,0.1728147032
2.2195121951,0.5173952057,0.1572735536
2.2195121951,0.5863812332,0.1394560179
2.2195121951,0.6553672606,0.1193412594
2.2195121951,0.7243532880,0.0969151579
2.2195121951,0.7933393155,0.0722200133
2.2195121951,0.8623253429,0.0455694730
2.2195121951,0.9313113703,0.0184492800
2.2195121951,1.0002973978,0.0010315124
2.2195121951,1.0692834252,0.0008612572
2.2195121951,1.1382694526,0.0006799589
2.2195121951,1.2072554801,0.0005036774
2.2195121951,1.2762415075,0.0003327127
2.2195121951,1.3452275349,0.0001654331
2.2682926829,-1.3452275349,0.0001654914
2.2682926829,-1.2762415075,0.0003329841
2.2682926829,-1.2072554801,0.0005046013
2.2682926829,-1.1382694526,0.0006829961
2.2682926829,-1.0692834252,0.0008734701
2.2682926829,-1.0002973978,0.0010987788
2.2682926829,-0.9313113703,0.0282275991
2.2682926829,-0.8623253429,0.0548145065
2.2682926829,-0.7933393155,0.0799243221
2.2682926829,-0.7243532880,0.1030839059
2.2682926829,-0.6553672606,0.1241277735
2.2682926829,-0.5863812332,0.1430179834
2.2682926829,-0.5173952057,0.1597586155
2.2682926829,-0.4484091783,0.1743642888
2.2682926829,-0.3794231509,0.1868508936
2.2682926829,-0.3104371234,0.1972330957
2.2682926829,-0.2414510960,0.2055235217
2.2682926829,-0.1724650686,0.2117323998
2.2682926829,-0.1034790411,0.2158674081
2.2682926829,-0.0344930137,0.2179336437
2.2682926829,0.0344930137,0.2179336437
2.2682926829,0.1034790411,0.2158674081
2.2682926829,0.1724650686,0.2117323998
2.2682926829,0.2414510960,0.2055235217
2.2682926829,0.3104371234,0.1972330957
2.2682926829,0.3794231509,0.1868508936
2.2682926829,0.4484091783,0.1743642888
2.2682926829,0.5173952057,0.1597586155
2.2682926829,0.5863812332,0.1430179834
2.2682926829,0.6553672606,0.1241277735
2.2682926829,0.7243532880,0.1030839059
2.2682926829,0.7933393155,0.0799243221
2.2682926829,0.8623253429,0.0548145065
2.2682926829,0.9313113703,0.0282275991
2.2682926829,1.0002973978,0.0010987788
2.2682926829,1.0692834252,0.0008734701
2.2682926829,1.1382694526,0.0006829961
2.2682926829,1.2072554801,0.0005046013
2.2682926829,1.2762415075,0.0003329841
2.2682926829,1.3452275349,0.0001654914
2.3170731707,-1.3452275349,0.0001645491
2.3170731707,-1.2762415075,0.0003311931
2.3170731707,-1.2072554801,0.0005021365
2.3170731707,-1.1382694526,0.0006799937
2.3170731707,-1.0692834252,0.0008682656
2.3170731707,-1.0002973978,0.0024475570
2.3170731707,-0.9313113703,0.0358973387
2.3170731707,-0.8623253429,0.0624185498
2.3170731707,-0.7933393155,0.0862242109
2.3170731707,-0.7243532880,0.1079309761
2.3170731707,-0.6553672606,0.1276115804
2.3170731707,-0.5863812332,0.1452752017
2.3170731707,-0.5173952057,0.1609316207
2.3170731707,-0.4484091783,0.1745938727
2.3170731707,-0.3794231509,0.1862756375
2.3170731707,-0.3104371234,0.1959896983
2.3170731707,-0.2414510960,0.2037471963
2.3170731707,-0.1724650686,0.2095572510
2.3170731707,-0.1034790411,0.2134267708
2.3170731707,-0.0344930137,0.2153603756
2.3170731707,0.0344930137,0.2153603756
2.3170731707,0.1034790411,0.2134267708
2.3170731707,0.1724650686,0.2095572510
2.3170731707,0.2414510960,0.2037471963
2.3170731707,0.3104371234,0.1959896983
2.3170731707,0.3794231509,0.1862756375
